#    L    TT             EE             TE          
  1015    0.10515E+04    0.43688E+02   -0.48683E+02
  1016    0.10516E+04    0.43530E+02   -0.50017E+02
  1017    0.10518E+04    0.43367E+02   -0.51335E+02
  1018    0.10522E+04    0.43197E+02   -0.52637E+02
  1019    0.10526E+04    0.43023E+02   -0.53922E+02
  1020    0.10532E+04    0.42842E+02   -0.55189E+02
  1021    0.10539E+04    0.42656E+02   -0.56440E+02
  1022    0.10547E+04    0.42465E+02   -0.57672E+02
  1023    0.10557E+04    0.42268E+02   -0.58883E+02
  1024    0.10567E+04    0.42066E+02   -0.60076E+02
  1025    0.10578E+04    0.41859E+02   -0.61247E+02
  1026    0.10593E+04    0.41647E+02   -0.62400E+02
  1027    0.10606E+04    0.41431E+02   -0.63533E+02
  1028    0.10621E+04    0.41210E+02   -0.64643E+02
  1029    0.10636E+04    0.40984E+02   -0.65734E+02
  1030    0.10653E+04    0.40753E+02   -0.66802E+02
  1031    0.10669E+04    0.40518E+02   -0.67847E+02
  1032    0.10687E+04    0.40277E+02   -0.68874E+02
  1033    0.10706E+04    0.40033E+02   -0.69878E+02
  1034    0.10728E+04    0.39786E+02   -0.70857E+02
  1035    0.10749E+04    0.39533E+02   -0.71815E+02
  1036    0.10771E+04    0.39275E+02   -0.72750E+02
  1037    0.10793E+04    0.39015E+02   -0.73661E+02
  1038    0.10818E+04    0.38751E+02   -0.74549E+02
  1039    0.10843E+04    0.38483E+02   -0.75409E+02
  1040    0.10867E+04    0.38211E+02   -0.76247E+02
  1041    0.10894E+04    0.37936E+02   -0.77057E+02
  1042    0.10920E+04    0.37657E+02   -0.77845E+02
  1043    0.10948E+04    0.37375E+02   -0.78605E+02
  1044    0.10977E+04    0.37089E+02   -0.79342E+02
  1045    0.11005E+04    0.36802E+02   -0.80054E+02
  1046    0.11035E+04    0.36511E+02   -0.80736E+02
  1047    0.11065E+04    0.36217E+02   -0.81401E+02
  1048    0.11095E+04    0.35920E+02   -0.82034E+02
  1049    0.11126E+04    0.35621E+02   -0.82637E+02
  1050    0.11157E+04    0.35318E+02   -0.83215E+02
  1051    0.11189E+04    0.35014E+02   -0.83770E+02
  1052    0.11222E+04    0.34707E+02   -0.84293E+02
  1053    0.11254E+04    0.34398E+02   -0.84793E+02
  1054    0.11287E+04    0.34087E+02   -0.85268E+02
  1055    0.11320E+04    0.33775E+02   -0.85713E+02
  1056    0.11354E+04    0.33460E+02   -0.86133E+02
  1057    0.11388E+04    0.33144E+02   -0.86522E+02
  1058    0.11424E+04    0.32828E+02   -0.86888E+02
  1059    0.11459E+04    0.32508E+02   -0.87222E+02
  1060    0.11494E+04    0.32188E+02   -0.87532E+02
  1061    0.11529E+04    0.31867E+02   -0.87812E+02
  1062    0.11565E+04    0.31545E+02   -0.88067E+02
  1063    0.11600E+04    0.31222E+02   -0.88291E+02
  1064    0.11635E+04    0.30899E+02   -0.88499E+02
  1065    0.11671E+04    0.30574E+02   -0.88676E+02
  1066    0.11706E+04    0.30249E+02   -0.88821E+02
  1067    0.11743E+04    0.29924E+02   -0.88936E+02
  1068    0.11779E+04    0.29598E+02   -0.89027E+02
  1069    0.11815E+04    0.29273E+02   -0.89101E+02
  1070    0.11851E+04    0.28946E+02   -0.89144E+02
  1071    0.11886E+04    0.28621E+02   -0.89157E+02
  1072    0.11922E+04    0.28296E+02   -0.89138E+02
  1073    0.11959E+04    0.27971E+02   -0.89095E+02
  1074    0.11994E+04    0.27647E+02   -0.89029E+02
  1075    0.12030E+04    0.27323E+02   -0.88940E+02
  1076    0.12065E+04    0.27000E+02   -0.88819E+02
  1077    0.12101E+04    0.26677E+02   -0.88682E+02
  1078    0.12135E+04    0.26357E+02   -0.88499E+02
  1079    0.12169E+04    0.26036E+02   -0.88308E+02
  1080    0.12204E+04    0.25716E+02   -0.88093E+02
  1081    0.12237E+04    0.25400E+02   -0.87847E+02
  1082    0.12271E+04    0.25084E+02   -0.87577E+02
  1083    0.12304E+04    0.24769E+02   -0.87284E+02
  1084    0.12338E+04    0.24457E+02   -0.86968E+02
  1085    0.12370E+04    0.24146E+02   -0.86620E+02
  1086    0.12403E+04    0.23838E+02   -0.86264E+02
  1087    0.12435E+04    0.23531E+02   -0.85863E+02
  1088    0.12466E+04    0.23226E+02   -0.85452E+02
  1089    0.12497E+04    0.22923E+02   -0.85011E+02
  1090    0.12527E+04    0.22624E+02   -0.84561E+02
  1091    0.12557E+04    0.22326E+02   -0.84073E+02
  1092    0.12587E+04    0.22030E+02   -0.83568E+02
  1093    0.12616E+04    0.21739E+02   -0.83041E+02
  1094    0.12643E+04    0.21449E+02   -0.82497E+02
  1095    0.12671E+04    0.21164E+02   -0.81938E+02
  1096    0.12698E+04    0.20879E+02   -0.81348E+02
  1097    0.12724E+04    0.20599E+02   -0.80734E+02
  1098    0.12750E+04    0.20322E+02   -0.80104E+02
  1099    0.12776E+04    0.20049E+02   -0.79459E+02
  1100    0.12800E+04    0.19780E+02   -0.78790E+02
  1101    0.12824E+04    0.19513E+02   -0.78103E+02
  1102    0.12849E+04    0.19250E+02   -0.77396E+02
  1103    0.12871E+04    0.18992E+02   -0.76672E+02
  1104    0.12893E+04    0.18737E+02   -0.75929E+02
  1105    0.12914E+04    0.18487E+02   -0.75169E+02
  1106    0.12934E+04    0.18239E+02   -0.74391E+02
  1107    0.12954E+04    0.17996E+02   -0.73597E+02
  1108    0.12973E+04    0.17756E+02   -0.72787E+02
  1109    0.12990E+04    0.17519E+02   -0.71961E+02
  1110    0.13008E+04    0.17289E+02   -0.71120E+02
  1111    0.13023E+04    0.17063E+02   -0.70263E+02
  1112    0.13040E+04    0.16840E+02   -0.69394E+02
  1113    0.13054E+04    0.16624E+02   -0.68508E+02
  1114    0.13067E+04    0.16410E+02   -0.67610E+02
  1115    0.13081E+04    0.16202E+02   -0.66700E+02
  1116    0.13093E+04    0.15999E+02   -0.65776E+02
  1117    0.13104E+04    0.15800E+02   -0.64841E+02
  1118    0.13115E+04    0.15607E+02   -0.63892E+02
  1119    0.13125E+04    0.15418E+02   -0.62934E+02
  1120    0.13134E+04    0.15234E+02   -0.61964E+02
  1121    0.13141E+04    0.15055E+02   -0.60983E+02
  1122    0.13148E+04    0.14881E+02   -0.59994E+02
  1123    0.13154E+04    0.14713E+02   -0.58995E+02
  1124    0.13159E+04    0.14549E+02   -0.57987E+02
  1125    0.13163E+04    0.14391E+02   -0.56969E+02
  1126    0.13166E+04    0.14238E+02   -0.55945E+02
  1127    0.13169E+04    0.14089E+02   -0.54913E+02
  1128    0.13170E+04    0.13947E+02   -0.53875E+02
  1129    0.13171E+04    0.13811E+02   -0.52829E+02
  1130    0.13169E+04    0.13679E+02   -0.51778E+02
  1131    0.13169E+04    0.13553E+02   -0.50723E+02
  1132    0.13166E+04    0.13432E+02   -0.49661E+02
  1133    0.13162E+04    0.13318E+02   -0.48595E+02
  1134    0.13158E+04    0.13208E+02   -0.47526E+02
  1135    0.13153E+04    0.13104E+02   -0.46452E+02
  1136    0.13146E+04    0.13006E+02   -0.45377E+02
  1137    0.13139E+04    0.12913E+02   -0.44297E+02
  1138    0.13131E+04    0.12827E+02   -0.43217E+02
  1139    0.13122E+04    0.12745E+02   -0.42134E+02
  1140    0.13112E+04    0.12670E+02   -0.41051E+02
  1141    0.13101E+04    0.12599E+02   -0.39967E+02
  1142    0.13089E+04    0.12535E+02   -0.38883E+02
  1143    0.13076E+04    0.12475E+02   -0.37800E+02
  1144    0.13061E+04    0.12421E+02   -0.36718E+02
  1145    0.13047E+04    0.12375E+02   -0.35637E+02
  1146    0.13031E+04    0.12333E+02   -0.34558E+02
  1147    0.13014E+04    0.12297E+02   -0.33482E+02
  1148    0.12996E+04    0.12266E+02   -0.32408E+02
  1149    0.12978E+04    0.12241E+02   -0.31338E+02
  1150    0.12958E+04    0.12222E+02   -0.30271E+02
  1151    0.12938E+04    0.12209E+02   -0.29209E+02
  1152    0.12916E+04    0.12201E+02   -0.28152E+02
  1153    0.12895E+04    0.12199E+02   -0.27100E+02
  1154    0.12872E+04    0.12203E+02   -0.26053E+02
  1155    0.12848E+04    0.12212E+02   -0.25012E+02
  1156    0.12823E+04    0.12226E+02   -0.23979E+02
  1157    0.12796E+04    0.12245E+02   -0.22951E+02
  1158    0.12770E+04    0.12271E+02   -0.21931E+02
  1159    0.12743E+04    0.12302E+02   -0.20919E+02
  1160    0.12714E+04    0.12338E+02   -0.19916E+02
  1161    0.12685E+04    0.12380E+02   -0.18921E+02
  1162    0.12655E+04    0.12427E+02   -0.17935E+02
  1163    0.12624E+04    0.12479E+02   -0.16958E+02
  1164    0.12593E+04    0.12537E+02   -0.15992E+02
  1165    0.12561E+04    0.12600E+02   -0.15035E+02
  1166    0.12527E+04    0.12668E+02   -0.14089E+02
  1167    0.12494E+04    0.12741E+02   -0.13154E+02
  1168    0.12459E+04    0.12819E+02   -0.12230E+02
  1169    0.12424E+04    0.12902E+02   -0.11319E+02
  1170    0.12388E+04    0.12990E+02   -0.10418E+02
  1171    0.12351E+04    0.13083E+02   -0.95313E+01
  1172    0.12314E+04    0.13181E+02   -0.86571E+01
  1173    0.12276E+04    0.13283E+02   -0.77956E+01
  1174    0.12237E+04    0.13390E+02   -0.69480E+01
  1175    0.12198E+04    0.13501E+02   -0.61142E+01
  1176    0.12156E+04    0.13617E+02   -0.52951E+01
  1177    0.12116E+04    0.13738E+02   -0.44900E+01
  1178    0.12074E+04    0.13862E+02   -0.36999E+01
  1179    0.12033E+04    0.13993E+02   -0.29248E+01
  1180    0.11990E+04    0.14127E+02   -0.21651E+01
  1181    0.11948E+04    0.14265E+02   -0.14212E+01
  1182    0.11903E+04    0.14407E+02   -0.69324E+00
  1183    0.11859E+04    0.14553E+02    0.18488E-01
  1184    0.11814E+04    0.14702E+02    0.71361E+00
  1185    0.11769E+04    0.14857E+02    0.13920E+01
  1186    0.11723E+04    0.15015E+02    0.20533E+01
  1187    0.11677E+04    0.15176E+02    0.26972E+01
  1188    0.11631E+04    0.15341E+02    0.33234E+01
  1189    0.11583E+04    0.15510E+02    0.39320E+01
  1190    0.11536E+04    0.15682E+02    0.45225E+01
  1191    0.11488E+04    0.15857E+02    0.50949E+01
  1192    0.11439E+04    0.16036E+02    0.56489E+01
  1193    0.11390E+04    0.16218E+02    0.61842E+01
  1194    0.11341E+04    0.16403E+02    0.67010E+01
  1195    0.11292E+04    0.16591E+02    0.71989E+01
  1196    0.11242E+04    0.16783E+02    0.76773E+01
  1197    0.11192E+04    0.16976E+02    0.81366E+01
  1198    0.11142E+04    0.17173E+02    0.85754E+01
  1199    0.11091E+04    0.17372E+02    0.89958E+01
  1200    0.11040E+04    0.17574E+02    0.93963E+01
  1201    0.10989E+04    0.17777E+02    0.97761E+01
  1202    0.10937E+04    0.17985E+02    0.10137E+02
  1203    0.10886E+04    0.18194E+02    0.10477E+02
  1204    0.10834E+04    0.18405E+02    0.10797E+02
  1205    0.10782E+04    0.18617E+02    0.11096E+02
  1206    0.10730E+04    0.18832E+02    0.11376E+02
  1207    0.10678E+04    0.19049E+02    0.11634E+02
  1208    0.10626E+04    0.19268E+02    0.11873E+02
  1209    0.10573E+04    0.19487E+02    0.12092E+02
  1210    0.10521E+04    0.19709E+02    0.12289E+02
  1211    0.10468E+04    0.19932E+02    0.12465E+02
  1212    0.10416E+04    0.20156E+02    0.12622E+02
  1213    0.10363E+04    0.20381E+02    0.12759E+02
  1214    0.10311E+04    0.20609E+02    0.12875E+02
  1215    0.10259E+04    0.20836E+02    0.12970E+02
  1216    0.10207E+04    0.21065E+02    0.13044E+02
  1217    0.10154E+04    0.21294E+02    0.13099E+02
  1218    0.10102E+04    0.21525E+02    0.13133E+02
  1219    0.10049E+04    0.21755E+02    0.13147E+02
  1220    0.99967E+03    0.21986E+02    0.13140E+02
  1221    0.99446E+03    0.22217E+02    0.13114E+02
  1222    0.98926E+03    0.22449E+02    0.13066E+02
  1223    0.98406E+03    0.22682E+02    0.13000E+02
  1224    0.97886E+03    0.22912E+02    0.12913E+02
  1225    0.97374E+03    0.23145E+02    0.12805E+02
  1226    0.96861E+03    0.23376E+02    0.12679E+02
  1227    0.96357E+03    0.23607E+02    0.12532E+02
  1228    0.95845E+03    0.23839E+02    0.12366E+02
  1229    0.95340E+03    0.24069E+02    0.12180E+02
  1230    0.94821E+03    0.24299E+02    0.11975E+02
  1231    0.94318E+03    0.24528E+02    0.11751E+02
  1232    0.93814E+03    0.24756E+02    0.11509E+02
  1233    0.93325E+03    0.24985E+02    0.11246E+02
  1234    0.92830E+03    0.25211E+02    0.10966E+02
  1235    0.92364E+03    0.25437E+02    0.10667E+02
  1236    0.91883E+03    0.25661E+02    0.10351E+02
  1237    0.91403E+03    0.25883E+02    0.10015E+02
  1238    0.90931E+03    0.26105E+02    0.96610E+01
  1239    0.90459E+03    0.26325E+02    0.92890E+01
  1240    0.89987E+03    0.26544E+02    0.89005E+01
  1241    0.89530E+03    0.26760E+02    0.84940E+01
  1242    0.89067E+03    0.26976E+02    0.80716E+01
  1243    0.88611E+03    0.27189E+02    0.76302E+01
  1244    0.88163E+03    0.27401E+02    0.71736E+01
  1245    0.87722E+03    0.27610E+02    0.67002E+01
  1246    0.87282E+03    0.27817E+02    0.62116E+01
  1247    0.86843E+03    0.28022E+02    0.57064E+01
  1248    0.86411E+03    0.28224E+02    0.51852E+01
  1249    0.85987E+03    0.28426E+02    0.46490E+01
  1250    0.85571E+03    0.28623E+02    0.40975E+01
  1251    0.85155E+03    0.28818E+02    0.35310E+01
  1252    0.84755E+03    0.29011E+02    0.29496E+01
  1253    0.84348E+03    0.29200E+02    0.23541E+01
  1254    0.83948E+03    0.29387E+02    0.17446E+01
  1255    0.83556E+03    0.29571E+02    0.11213E+01
  1256    0.83180E+03    0.29752E+02    0.48473E+00
  1257    0.82804E+03    0.29930E+02   -0.16495E+00
  1258    0.82429E+03    0.30104E+02   -0.82732E+00
  1259    0.82061E+03    0.30276E+02   -0.15021E+01
  1260    0.81701E+03    0.30444E+02   -0.21889E+01
  1261    0.81349E+03    0.30609E+02   -0.28874E+01
  1262    0.81005E+03    0.30771E+02   -0.35971E+01
  1263    0.80669E+03    0.30929E+02   -0.43180E+01
  1264    0.80333E+03    0.31084E+02   -0.50498E+01
  1265    0.80013E+03    0.31235E+02   -0.57920E+01
  1266    0.79693E+03    0.31383E+02   -0.65439E+01
  1267    0.79381E+03    0.31526E+02   -0.73057E+01
  1268    0.79078E+03    0.31667E+02   -0.80769E+01
  1269    0.78783E+03    0.31802E+02   -0.88567E+01
  1270    0.78493E+03    0.31934E+02   -0.96460E+01
  1271    0.78212E+03    0.32063E+02   -0.10443E+02
  1272    0.77936E+03    0.32187E+02   -0.11248E+02
  1273    0.77666E+03    0.32307E+02   -0.12060E+02
  1274    0.77405E+03    0.32423E+02   -0.12880E+02
  1275    0.77151E+03    0.32535E+02   -0.13706E+02
  1276    0.76903E+03    0.32643E+02   -0.14538E+02
  1277    0.76663E+03    0.32747E+02   -0.15376E+02
  1278    0.76431E+03    0.32846E+02   -0.16220E+02
  1279    0.76206E+03    0.32940E+02   -0.17069E+02
  1280    0.75989E+03    0.33032E+02   -0.17924E+02
  1281    0.75779E+03    0.33118E+02   -0.18782E+02
  1282    0.75577E+03    0.33200E+02   -0.19644E+02
  1283    0.75383E+03    0.33278E+02   -0.20511E+02
  1284    0.75196E+03    0.33351E+02   -0.21381E+02
  1285    0.75016E+03    0.33420E+02   -0.22253E+02
  1286    0.74843E+03    0.33484E+02   -0.23128E+02
  1287    0.74679E+03    0.33543E+02   -0.24004E+02
  1288    0.74522E+03    0.33598E+02   -0.24884E+02
  1289    0.74373E+03    0.33649E+02   -0.25763E+02
  1290    0.74231E+03    0.33694E+02   -0.26645E+02
  1291    0.74096E+03    0.33736E+02   -0.27527E+02
  1292    0.73969E+03    0.33771E+02   -0.28409E+02
  1293    0.73849E+03    0.33803E+02   -0.29293E+02
  1294    0.73738E+03    0.33830E+02   -0.30173E+02
  1295    0.73633E+03    0.33852E+02   -0.31054E+02
  1296    0.73536E+03    0.33871E+02   -0.31932E+02
  1297    0.73446E+03    0.33884E+02   -0.32809E+02
  1298    0.73363E+03    0.33893E+02   -0.33684E+02
  1299    0.73287E+03    0.33897E+02   -0.34558E+02
  1300    0.73220E+03    0.33895E+02   -0.35428E+02
  1301    0.73160E+03    0.33890E+02   -0.36294E+02
  1302    0.73106E+03    0.33880E+02   -0.37156E+02
  1303    0.73059E+03    0.33865E+02   -0.38016E+02
  1304    0.73020E+03    0.33846E+02   -0.38871E+02
  1305    0.72988E+03    0.33821E+02   -0.39722E+02
  1306    0.72961E+03    0.33793E+02   -0.40567E+02
  1307    0.72943E+03    0.33760E+02   -0.41406E+02
  1308    0.72932E+03    0.33722E+02   -0.42242E+02
  1309    0.72926E+03    0.33678E+02   -0.43070E+02
  1310    0.72928E+03    0.33631E+02   -0.43892E+02
  1311    0.72935E+03    0.33579E+02   -0.44708E+02
  1312    0.72952E+03    0.33524E+02   -0.45516E+02
  1313    0.72973E+03    0.33463E+02   -0.46318E+02
  1314    0.73001E+03    0.33398E+02   -0.47111E+02
  1315    0.73035E+03    0.33329E+02   -0.47896E+02
  1316    0.73076E+03    0.33254E+02   -0.48673E+02
  1317    0.73123E+03    0.33177E+02   -0.49441E+02
  1318    0.73174E+03    0.33094E+02   -0.50200E+02
  1319    0.73233E+03    0.33007E+02   -0.50951E+02
  1320    0.73296E+03    0.32916E+02   -0.51692E+02
  1321    0.73366E+03    0.32821E+02   -0.52423E+02
  1322    0.73441E+03    0.32721E+02   -0.53144E+02
  1323    0.73522E+03    0.32617E+02   -0.53854E+02
  1324    0.73609E+03    0.32510E+02   -0.54554E+02
  1325    0.73700E+03    0.32398E+02   -0.55242E+02
  1326    0.73798E+03    0.32283E+02   -0.55920E+02
  1327    0.73898E+03    0.32164E+02   -0.56587E+02
  1328    0.74006E+03    0.32041E+02   -0.57240E+02
  1329    0.74118E+03    0.31914E+02   -0.57882E+02
  1330    0.74234E+03    0.31783E+02   -0.58512E+02
  1331    0.74356E+03    0.31649E+02   -0.59129E+02
  1332    0.74481E+03    0.31510E+02   -0.59734E+02
  1333    0.74612E+03    0.31368E+02   -0.60325E+02
  1334    0.74747E+03    0.31224E+02   -0.60904E+02
  1335    0.74885E+03    0.31075E+02   -0.61469E+02
  1336    0.75028E+03    0.30923E+02   -0.62019E+02
  1337    0.75175E+03    0.30767E+02   -0.62556E+02
  1338    0.75325E+03    0.30608E+02   -0.63078E+02
  1339    0.75480E+03    0.30446E+02   -0.63587E+02
  1340    0.75638E+03    0.30281E+02   -0.64082E+02
  1341    0.75799E+03    0.30114E+02   -0.64562E+02
  1342    0.75964E+03    0.29943E+02   -0.65027E+02
  1343    0.76132E+03    0.29769E+02   -0.65476E+02
  1344    0.76303E+03    0.29591E+02   -0.65911E+02
  1345    0.76476E+03    0.29412E+02   -0.66329E+02
  1346    0.76652E+03    0.29229E+02   -0.66734E+02
  1347    0.76832E+03    0.29044E+02   -0.67122E+02
  1348    0.77014E+03    0.28857E+02   -0.67494E+02
  1349    0.77199E+03    0.28665E+02   -0.67850E+02
  1350    0.77385E+03    0.28473E+02   -0.68190E+02
  1351    0.77574E+03    0.28278E+02   -0.68513E+02
  1352    0.77764E+03    0.28080E+02   -0.68820E+02
  1353    0.77957E+03    0.27882E+02   -0.69111E+02
  1354    0.78150E+03    0.27680E+02   -0.69386E+02
  1355    0.78347E+03    0.27477E+02   -0.69644E+02
  1356    0.78545E+03    0.27272E+02   -0.69887E+02
  1357    0.78744E+03    0.27064E+02   -0.70111E+02
  1358    0.78943E+03    0.26855E+02   -0.70317E+02
  1359    0.79144E+03    0.26644E+02   -0.70509E+02
  1360    0.79344E+03    0.26433E+02   -0.70682E+02
  1361    0.79546E+03    0.26219E+02   -0.70839E+02
  1362    0.79748E+03    0.26003E+02   -0.70978E+02
  1363    0.79950E+03    0.25786E+02   -0.71103E+02
  1364    0.80151E+03    0.25569E+02   -0.71209E+02
  1365    0.80360E+03    0.25349E+02   -0.71297E+02
  1366    0.80562E+03    0.25128E+02   -0.71370E+02
  1367    0.80764E+03    0.24906E+02   -0.71425E+02
  1368    0.80973E+03    0.24685E+02   -0.71463E+02
  1369    0.81175E+03    0.24461E+02   -0.71484E+02
  1370    0.81376E+03    0.24237E+02   -0.71488E+02
  1371    0.81578E+03    0.24013E+02   -0.71476E+02
  1372    0.81779E+03    0.23787E+02   -0.71446E+02
  1373    0.81980E+03    0.23562E+02   -0.71400E+02
  1374    0.82182E+03    0.23336E+02   -0.71336E+02
  1375    0.82383E+03    0.23109E+02   -0.71257E+02
  1376    0.82583E+03    0.22883E+02   -0.71160E+02
  1377    0.82784E+03    0.22657E+02   -0.71047E+02
  1378    0.82985E+03    0.22429E+02   -0.70918E+02
  1379    0.83178E+03    0.22203E+02   -0.70772E+02
  1380    0.83371E+03    0.21975E+02   -0.70610E+02
  1381    0.83563E+03    0.21749E+02   -0.70431E+02
  1382    0.83741E+03    0.21523E+02   -0.70235E+02
  1383    0.83933E+03    0.21296E+02   -0.70024E+02
  1384    0.84110E+03    0.21071E+02   -0.69797E+02
  1385    0.84287E+03    0.20845E+02   -0.69554E+02
  1386    0.84464E+03    0.20621E+02   -0.69294E+02
  1387    0.84633E+03    0.20397E+02   -0.69019E+02
  1388    0.84816E+03    0.20174E+02   -0.68729E+02
  1389    0.84985E+03    0.19951E+02   -0.68423E+02
  1390    0.85146E+03    0.19730E+02   -0.68103E+02
  1391    0.85314E+03    0.19510E+02   -0.67767E+02
  1392    0.85474E+03    0.19290E+02   -0.67416E+02
  1393    0.85634E+03    0.19072E+02   -0.67050E+02
  1394    0.85786E+03    0.18856E+02   -0.66670E+02
  1395    0.85938E+03    0.18640E+02   -0.66275E+02
  1396    0.86090E+03    0.18426E+02   -0.65867E+02
  1397    0.86234E+03    0.18213E+02   -0.65444E+02
  1398    0.86370E+03    0.18001E+02   -0.65006E+02
  1399    0.86506E+03    0.17793E+02   -0.64555E+02
  1400    0.86641E+03    0.17585E+02   -0.64091E+02
  1401    0.86769E+03    0.17378E+02   -0.63613E+02
  1402    0.86896E+03    0.17174E+02   -0.63123E+02
  1403    0.87016E+03    0.16972E+02   -0.62619E+02
  1404    0.87127E+03    0.16773E+02   -0.62102E+02
  1405    0.87246E+03    0.16574E+02   -0.61573E+02
  1406    0.87350E+03    0.16379E+02   -0.61032E+02
  1407    0.87446E+03    0.16185E+02   -0.60479E+02
  1408    0.87556E+03    0.15992E+02   -0.59914E+02
  1409    0.87643E+03    0.15803E+02   -0.59337E+02
  1410    0.87738E+03    0.15616E+02   -0.58750E+02
  1411    0.87825E+03    0.15431E+02   -0.58151E+02
  1412    0.87904E+03    0.15249E+02   -0.57541E+02
  1413    0.87968E+03    0.15070E+02   -0.56921E+02
  1414    0.88039E+03    0.14893E+02   -0.56290E+02
  1415    0.88102E+03    0.14719E+02   -0.55649E+02
  1416    0.88164E+03    0.14548E+02   -0.54999E+02
  1417    0.88212E+03    0.14378E+02   -0.54340E+02
  1418    0.88259E+03    0.14212E+02   -0.53671E+02
  1419    0.88298E+03    0.14048E+02   -0.52993E+02
  1420    0.88337E+03    0.13888E+02   -0.52307E+02
  1421    0.88368E+03    0.13731E+02   -0.51612E+02
  1422    0.88398E+03    0.13576E+02   -0.50910E+02
  1423    0.88414E+03    0.13425E+02   -0.50199E+02
  1424    0.88436E+03    0.13277E+02   -0.49481E+02
  1425    0.88443E+03    0.13132E+02   -0.48756E+02
  1426    0.88443E+03    0.12991E+02   -0.48023E+02
  1427    0.88449E+03    0.12852E+02   -0.47284E+02
  1428    0.88440E+03    0.12717E+02   -0.46539E+02
  1429    0.88423E+03    0.12585E+02   -0.45787E+02
  1430    0.88406E+03    0.12457E+02   -0.45031E+02
  1431    0.88381E+03    0.12331E+02   -0.44267E+02
  1432    0.88348E+03    0.12209E+02   -0.43500E+02
  1433    0.88323E+03    0.12091E+02   -0.42726E+02
  1434    0.88282E+03    0.11976E+02   -0.41948E+02
  1435    0.88233E+03    0.11865E+02   -0.41167E+02
  1436    0.88183E+03    0.11756E+02   -0.40382E+02
  1437    0.88119E+03    0.11652E+02   -0.39592E+02
  1438    0.88054E+03    0.11551E+02   -0.38800E+02
  1439    0.87981E+03    0.11454E+02   -0.38003E+02
  1440    0.87908E+03    0.11360E+02   -0.37205E+02
  1441    0.87827E+03    0.11270E+02   -0.36405E+02
  1442    0.87738E+03    0.11184E+02   -0.35602E+02
  1443    0.87641E+03    0.11102E+02   -0.34797E+02
  1444    0.87544E+03    0.11023E+02   -0.33990E+02
  1445    0.87431E+03    0.10948E+02   -0.33183E+02
  1446    0.87326E+03    0.10876E+02   -0.32374E+02
  1447    0.87197E+03    0.10809E+02   -0.31563E+02
  1448    0.87076E+03    0.10746E+02   -0.30754E+02
  1449    0.86947E+03    0.10685E+02   -0.29944E+02
  1450    0.86810E+03    0.10629E+02   -0.29134E+02
  1451    0.86673E+03    0.10577E+02   -0.28325E+02
  1452    0.86520E+03    0.10528E+02   -0.27519E+02
  1453    0.86367E+03    0.10483E+02   -0.26712E+02
  1454    0.86214E+03    0.10442E+02   -0.25906E+02
  1455    0.86052E+03    0.10405E+02   -0.25102E+02
  1456    0.85883E+03    0.10372E+02   -0.24302E+02
  1457    0.85699E+03    0.10341E+02   -0.23503E+02
  1458    0.85521E+03    0.10316E+02   -0.22706E+02
  1459    0.85336E+03    0.10293E+02   -0.21911E+02
  1460    0.85143E+03    0.10275E+02   -0.21120E+02
  1461    0.84950E+03    0.10259E+02   -0.20334E+02
  1462    0.84748E+03    0.10248E+02   -0.19550E+02
  1463    0.84532E+03    0.10241E+02   -0.18770E+02
  1464    0.84323E+03    0.10237E+02   -0.17995E+02
  1465    0.84098E+03    0.10236E+02   -0.17224E+02
  1466    0.83881E+03    0.10240E+02   -0.16457E+02
  1467    0.83648E+03    0.10247E+02   -0.15696E+02
  1468    0.83415E+03    0.10258E+02   -0.14940E+02
  1469    0.83182E+03    0.10272E+02   -0.14189E+02
  1470    0.82926E+03    0.10289E+02   -0.13444E+02
  1471    0.82684E+03    0.10311E+02   -0.12705E+02
  1472    0.82435E+03    0.10336E+02   -0.11973E+02
  1473    0.82178E+03    0.10364E+02   -0.11248E+02
  1474    0.81906E+03    0.10396E+02   -0.10528E+02
  1475    0.81642E+03    0.10431E+02   -0.98158E+01
  1476    0.81369E+03    0.10469E+02   -0.91116E+01
  1477    0.81096E+03    0.10511E+02   -0.84140E+01
  1478    0.80816E+03    0.10556E+02   -0.77244E+01
  1479    0.80535E+03    0.10605E+02   -0.70431E+01
  1480    0.80246E+03    0.10656E+02   -0.63697E+01
  1481    0.79951E+03    0.10711E+02   -0.57047E+01
  1482    0.79656E+03    0.10769E+02   -0.50482E+01
  1483    0.79355E+03    0.10830E+02   -0.44006E+01
  1484    0.79052E+03    0.10894E+02   -0.37620E+01
  1485    0.78744E+03    0.10961E+02   -0.31326E+01
  1486    0.78432E+03    0.11032E+02   -0.25125E+01
  1487    0.78116E+03    0.11104E+02   -0.19021E+01
  1488    0.77798E+03    0.11181E+02   -0.13014E+01
  1489    0.77474E+03    0.11260E+02   -0.71073E+00
  1490    0.77147E+03    0.11341E+02   -0.13018E+00
  1491    0.76818E+03    0.11426E+02    0.43995E+00
  1492    0.76485E+03    0.11513E+02    0.99962E+00
  1493    0.76150E+03    0.11602E+02    0.15486E+01
  1494    0.75810E+03    0.11694E+02    0.20866E+01
  1495    0.75469E+03    0.11789E+02    0.26137E+01
  1496    0.75124E+03    0.11887E+02    0.31297E+01
  1497    0.74776E+03    0.11986E+02    0.36344E+01
  1498    0.74427E+03    0.12088E+02    0.41275E+01
  1499    0.74074E+03    0.12192E+02    0.46092E+01
