#    L    TT             EE             TE          
  1501    0.73141E+03    0.12394E+02    0.77931E+01
  1502    0.72784E+03    0.12506E+02    0.82386E+01
  1503    0.72425E+03    0.12621E+02    0.86719E+01
  1504    0.72063E+03    0.12738E+02    0.90933E+01
  1505    0.71699E+03    0.12856E+02    0.95023E+01
  1506    0.71334E+03    0.12977E+02    0.98991E+01
  1507    0.70966E+03    0.13099E+02    0.10283E+02
  1508    0.70597E+03    0.13223E+02    0.10655E+02
  1509    0.70225E+03    0.13348E+02    0.11014E+02
  1510    0.69853E+03    0.13476E+02    0.11360E+02
  1511    0.69478E+03    0.13604E+02    0.11695E+02
  1512    0.69102E+03    0.13734E+02    0.12014E+02
  1513    0.68725E+03    0.13866E+02    0.12323E+02
  1514    0.68347E+03    0.13999E+02    0.12617E+02
  1515    0.67969E+03    0.14134E+02    0.12900E+02
  1516    0.67589E+03    0.14269E+02    0.13168E+02
  1517    0.67208E+03    0.14406E+02    0.13425E+02
  1518    0.66827E+03    0.14544E+02    0.13669E+02
  1519    0.66444E+03    0.14682E+02    0.13898E+02
  1520    0.66063E+03    0.14821E+02    0.14115E+02
  1521    0.65679E+03    0.14962E+02    0.14319E+02
  1522    0.65295E+03    0.15103E+02    0.14509E+02
  1523    0.64911E+03    0.15245E+02    0.14687E+02
  1524    0.64527E+03    0.15388E+02    0.14851E+02
  1525    0.64142E+03    0.15532E+02    0.15002E+02
  1526    0.63759E+03    0.15675E+02    0.15140E+02
  1527    0.63375E+03    0.15819E+02    0.15264E+02
  1528    0.62991E+03    0.15964E+02    0.15376E+02
  1529    0.62607E+03    0.16109E+02    0.15475E+02
  1530    0.62225E+03    0.16254E+02    0.15561E+02
  1531    0.61842E+03    0.16399E+02    0.15633E+02
  1532    0.61461E+03    0.16546E+02    0.15693E+02
  1533    0.61080E+03    0.16691E+02    0.15741E+02
  1534    0.60700E+03    0.16837E+02    0.15773E+02
  1535    0.60321E+03    0.16983E+02    0.15795E+02
  1536    0.59943E+03    0.17128E+02    0.15803E+02
  1537    0.59567E+03    0.17274E+02    0.15798E+02
  1538    0.59192E+03    0.17419E+02    0.15780E+02
  1539    0.58816E+03    0.17563E+02    0.15751E+02
  1540    0.58443E+03    0.17707E+02    0.15709E+02
  1541    0.58072E+03    0.17852E+02    0.15653E+02
  1542    0.57702E+03    0.17995E+02    0.15586E+02
  1543    0.57333E+03    0.18137E+02    0.15506E+02
  1544    0.56966E+03    0.18280E+02    0.15414E+02
  1545    0.56602E+03    0.18421E+02    0.15311E+02
  1546    0.56238E+03    0.18561E+02    0.15194E+02
  1547    0.55877E+03    0.18701E+02    0.15066E+02
  1548    0.55519E+03    0.18840E+02    0.14926E+02
  1549    0.55163E+03    0.18977E+02    0.14775E+02
  1550    0.54810E+03    0.19113E+02    0.14612E+02
  1551    0.54457E+03    0.19249E+02    0.14436E+02
  1552    0.54109E+03    0.19383E+02    0.14250E+02
  1553    0.53762E+03    0.19516E+02    0.14054E+02
  1554    0.53418E+03    0.19649E+02    0.13846E+02
  1555    0.53076E+03    0.19779E+02    0.13627E+02
  1556    0.52738E+03    0.19908E+02    0.13397E+02
  1557    0.52402E+03    0.20036E+02    0.13156E+02
  1558    0.52069E+03    0.20163E+02    0.12906E+02
  1559    0.51740E+03    0.20286E+02    0.12644E+02
  1560    0.51414E+03    0.20410E+02    0.12372E+02
  1561    0.51089E+03    0.20531E+02    0.12091E+02
  1562    0.50767E+03    0.20651E+02    0.11799E+02
  1563    0.50448E+03    0.20769E+02    0.11498E+02
  1564    0.50134E+03    0.20885E+02    0.11188E+02
  1565    0.49824E+03    0.20999E+02    0.10868E+02
  1566    0.49516E+03    0.21111E+02    0.10540E+02
  1567    0.49210E+03    0.21220E+02    0.10201E+02
  1568    0.48909E+03    0.21329E+02    0.98548E+01
  1569    0.48612E+03    0.21436E+02    0.94997E+01
  1570    0.48319E+03    0.21541E+02    0.91363E+01
  1571    0.48029E+03    0.21645E+02    0.87653E+01
  1572    0.47742E+03    0.21744E+02    0.83855E+01
  1573    0.47459E+03    0.21843E+02    0.79981E+01
  1574    0.47181E+03    0.21939E+02    0.76030E+01
  1575    0.46906E+03    0.22033E+02    0.72007E+01
  1576    0.46635E+03    0.22123E+02    0.67911E+01
  1577    0.46368E+03    0.22212E+02    0.63745E+01
  1578    0.46105E+03    0.22298E+02    0.59512E+01
  1579    0.45847E+03    0.22381E+02    0.55213E+01
  1580    0.45592E+03    0.22464E+02    0.50851E+01
  1581    0.45340E+03    0.22543E+02    0.46427E+01
  1582    0.45094E+03    0.22619E+02    0.41944E+01
  1583    0.44850E+03    0.22692E+02    0.37404E+01
  1584    0.44612E+03    0.22764E+02    0.32808E+01
  1585    0.44377E+03    0.22833E+02    0.28159E+01
  1586    0.44147E+03    0.22898E+02    0.23461E+01
  1587    0.43921E+03    0.22962E+02    0.18711E+01
  1588    0.43700E+03    0.23023E+02    0.13915E+01
  1589    0.43483E+03    0.23081E+02    0.90751E+00
  1590    0.43269E+03    0.23135E+02    0.41928E+00
  1591    0.43061E+03    0.23188E+02   -0.72946E-01
  1592    0.42857E+03    0.23238E+02   -0.56886E+00
  1593    0.42657E+03    0.23284E+02   -0.10685E+01
  1594    0.42461E+03    0.23328E+02   -0.15715E+01
  1595    0.42270E+03    0.23370E+02   -0.20774E+01
  1596    0.42084E+03    0.23408E+02   -0.25862E+01
  1597    0.41901E+03    0.23443E+02   -0.30977E+01
  1598    0.41724E+03    0.23476E+02   -0.36114E+01
  1599    0.41550E+03    0.23505E+02   -0.41274E+01
  1600    0.41382E+03    0.23532E+02   -0.46455E+01
  1601    0.41217E+03    0.23556E+02   -0.51652E+01
  1602    0.41056E+03    0.23576E+02   -0.56864E+01
  1603    0.40902E+03    0.23594E+02   -0.62091E+01
  1604    0.40751E+03    0.23608E+02   -0.67333E+01
  1605    0.40604E+03    0.23620E+02   -0.72576E+01
  1606    0.40462E+03    0.23629E+02   -0.77833E+01
  1607    0.40324E+03    0.23635E+02   -0.83098E+01
  1608    0.40190E+03    0.23639E+02   -0.88354E+01
  1609    0.40062E+03    0.23638E+02   -0.93617E+01
  1610    0.39938E+03    0.23635E+02   -0.98880E+01
  1611    0.39817E+03    0.23629E+02   -0.10413E+02
  1612    0.39702E+03    0.23619E+02   -0.10939E+02
  1613    0.39589E+03    0.23607E+02   -0.11463E+02
  1614    0.39482E+03    0.23593E+02   -0.11986E+02
  1615    0.39379E+03    0.23575E+02   -0.12508E+02
  1616    0.39280E+03    0.23554E+02   -0.13028E+02
  1617    0.39185E+03    0.23531E+02   -0.13547E+02
  1618    0.39095E+03    0.23504E+02   -0.14063E+02
  1619    0.39007E+03    0.23475E+02   -0.14578E+02
  1620    0.38925E+03    0.23443E+02   -0.15091E+02
  1621    0.38847E+03    0.23407E+02   -0.15601E+02
  1622    0.38773E+03    0.23369E+02   -0.16108E+02
  1623    0.38702E+03    0.23328E+02   -0.16613E+02
  1624    0.38636E+03    0.23285E+02   -0.17114E+02
  1625    0.38574E+03    0.23238E+02   -0.17612E+02
  1626    0.38515E+03    0.23189E+02   -0.18107E+02
  1627    0.38460E+03    0.23137E+02   -0.18598E+02
  1628    0.38409E+03    0.23083E+02   -0.19085E+02
  1629    0.38362E+03    0.23025E+02   -0.19568E+02
  1630    0.38319E+03    0.22965E+02   -0.20047E+02
  1631    0.38277E+03    0.22903E+02   -0.20522E+02
  1632    0.38242E+03    0.22837E+02   -0.20992E+02
  1633    0.38209E+03    0.22769E+02   -0.21457E+02
  1634    0.38181E+03    0.22698E+02   -0.21917E+02
  1635    0.38156E+03    0.22626E+02   -0.22373E+02
  1636    0.38134E+03    0.22549E+02   -0.22822E+02
  1637    0.38115E+03    0.22471E+02   -0.23267E+02
  1638    0.38099E+03    0.22391E+02   -0.23706E+02
  1639    0.38088E+03    0.22307E+02   -0.24139E+02
  1640    0.38079E+03    0.22222E+02   -0.24567E+02
  1641    0.38073E+03    0.22134E+02   -0.24989E+02
  1642    0.38071E+03    0.22043E+02   -0.25403E+02
  1643    0.38071E+03    0.21952E+02   -0.25812E+02
  1644    0.38074E+03    0.21856E+02   -0.26216E+02
  1645    0.38081E+03    0.21759E+02   -0.26612E+02
  1646    0.38089E+03    0.21660E+02   -0.27001E+02
  1647    0.38102E+03    0.21558E+02   -0.27382E+02
  1648    0.38117E+03    0.21455E+02   -0.27758E+02
  1649    0.38135E+03    0.21349E+02   -0.28127E+02
  1650    0.38155E+03    0.21241E+02   -0.28487E+02
  1651    0.38178E+03    0.21132E+02   -0.28841E+02
  1652    0.38204E+03    0.21019E+02   -0.29187E+02
  1653    0.38231E+03    0.20905E+02   -0.29524E+02
  1654    0.38261E+03    0.20790E+02   -0.29856E+02
  1655    0.38295E+03    0.20673E+02   -0.30178E+02
  1656    0.38330E+03    0.20554E+02   -0.30492E+02
  1657    0.38366E+03    0.20433E+02   -0.30799E+02
  1658    0.38406E+03    0.20310E+02   -0.31098E+02
  1659    0.38448E+03    0.20185E+02   -0.31389E+02
  1660    0.38490E+03    0.20060E+02   -0.31671E+02
  1661    0.38536E+03    0.19932E+02   -0.31945E+02
  1662    0.38583E+03    0.19803E+02   -0.32211E+02
  1663    0.38632E+03    0.19673E+02   -0.32468E+02
  1664    0.38682E+03    0.19541E+02   -0.32717E+02
  1665    0.38734E+03    0.19408E+02   -0.32957E+02
  1666    0.38789E+03    0.19273E+02   -0.33190E+02
  1667    0.38844E+03    0.19138E+02   -0.33412E+02
  1668    0.38901E+03    0.19001E+02   -0.33627E+02
  1669    0.38959E+03    0.18863E+02   -0.33832E+02
  1670    0.39018E+03    0.18724E+02   -0.34028E+02
  1671    0.39080E+03    0.18583E+02   -0.34217E+02
  1672    0.39142E+03    0.18442E+02   -0.34396E+02
  1673    0.39205E+03    0.18299E+02   -0.34566E+02
  1674    0.39270E+03    0.18156E+02   -0.34727E+02
  1675    0.39334E+03    0.18012E+02   -0.34879E+02
  1676    0.39400E+03    0.17866E+02   -0.35023E+02
  1677    0.39468E+03    0.17721E+02   -0.35157E+02
  1678    0.39534E+03    0.17574E+02   -0.35282E+02
  1679    0.39603E+03    0.17427E+02   -0.35399E+02
  1680    0.39672E+03    0.17279E+02   -0.35505E+02
  1681    0.39742E+03    0.17129E+02   -0.35603E+02
  1682    0.39811E+03    0.16981E+02   -0.35693E+02
  1683    0.39881E+03    0.16832E+02   -0.35773E+02
  1684    0.39952E+03    0.16682E+02   -0.35844E+02
  1685    0.40024E+03    0.16532E+02   -0.35907E+02
  1686    0.40095E+03    0.16382E+02   -0.35959E+02
  1687    0.40166E+03    0.16230E+02   -0.36003E+02
  1688    0.40238E+03    0.16080E+02   -0.36038E+02
  1689    0.40309E+03    0.15929E+02   -0.36064E+02
  1690    0.40380E+03    0.15778E+02   -0.36080E+02
  1691    0.40451E+03    0.15627E+02   -0.36089E+02
  1692    0.40523E+03    0.15475E+02   -0.36088E+02
  1693    0.40594E+03    0.15324E+02   -0.36078E+02
  1694    0.40664E+03    0.15174E+02   -0.36061E+02
  1695    0.40734E+03    0.15023E+02   -0.36033E+02
  1696    0.40804E+03    0.14873E+02   -0.35997E+02
  1697    0.40872E+03    0.14722E+02   -0.35953E+02
  1698    0.40941E+03    0.14572E+02   -0.35900E+02
  1699    0.41010E+03    0.14422E+02   -0.35838E+02
  1700    0.41077E+03    0.14272E+02   -0.35768E+02
  1701    0.41143E+03    0.14124E+02   -0.35689E+02
  1702    0.41209E+03    0.13975E+02   -0.35602E+02
  1703    0.41274E+03    0.13828E+02   -0.35508E+02
  1704    0.41338E+03    0.13681E+02   -0.35404E+02
  1705    0.41402E+03    0.13535E+02   -0.35293E+02
  1706    0.41463E+03    0.13387E+02   -0.35173E+02
  1707    0.41525E+03    0.13242E+02   -0.35046E+02
  1708    0.41585E+03    0.13097E+02   -0.34911E+02
  1709    0.41644E+03    0.12954E+02   -0.34768E+02
  1710    0.41701E+03    0.12812E+02   -0.34617E+02
  1711    0.41757E+03    0.12672E+02   -0.34458E+02
  1712    0.41813E+03    0.12530E+02   -0.34293E+02
  1713    0.41866E+03    0.12391E+02   -0.34120E+02
  1714    0.41918E+03    0.12252E+02   -0.33939E+02
  1715    0.41968E+03    0.12114E+02   -0.33752E+02
  1716    0.42018E+03    0.11978E+02   -0.33557E+02
  1717    0.42066E+03    0.11843E+02   -0.33356E+02
  1718    0.42111E+03    0.11709E+02   -0.33148E+02
  1719    0.42156E+03    0.11576E+02   -0.32933E+02
  1720    0.42199E+03    0.11445E+02   -0.32712E+02
  1721    0.42240E+03    0.11315E+02   -0.32484E+02
  1722    0.42280E+03    0.11185E+02   -0.32250E+02
  1723    0.42318E+03    0.11058E+02   -0.32009E+02
  1724    0.42354E+03    0.10932E+02   -0.31763E+02
  1725    0.42387E+03    0.10807E+02   -0.31511E+02
  1726    0.42420E+03    0.10684E+02   -0.31253E+02
  1727    0.42450E+03    0.10562E+02   -0.30990E+02
  1728    0.42478E+03    0.10443E+02   -0.30721E+02
  1729    0.42505E+03    0.10325E+02   -0.30446E+02
  1730    0.42528E+03    0.10208E+02   -0.30166E+02
  1731    0.42551E+03    0.10093E+02   -0.29882E+02
  1732    0.42570E+03    0.99790E+01   -0.29591E+02
  1733    0.42588E+03    0.98677E+01   -0.29297E+02
  1734    0.42604E+03    0.97573E+01   -0.28997E+02
  1735    0.42617E+03    0.96494E+01   -0.28692E+02
  1736    0.42629E+03    0.95423E+01   -0.28385E+02
  1737    0.42638E+03    0.94385E+01   -0.28072E+02
  1738    0.42645E+03    0.93355E+01   -0.27755E+02
  1739    0.42651E+03    0.92350E+01   -0.27434E+02
  1740    0.42652E+03    0.91362E+01   -0.27110E+02
  1741    0.42654E+03    0.90390E+01   -0.26781E+02
  1742    0.42651E+03    0.89443E+01   -0.26450E+02
  1743    0.42647E+03    0.88513E+01   -0.26114E+02
  1744    0.42641E+03    0.87607E+01   -0.25776E+02
  1745    0.42632E+03    0.86710E+01   -0.25435E+02
  1746    0.42620E+03    0.85845E+01   -0.25091E+02
  1747    0.42607E+03    0.85004E+01   -0.24744E+02
  1748    0.42590E+03    0.84188E+01   -0.24395E+02
  1749    0.42571E+03    0.83382E+01   -0.24042E+02
  1750    0.42550E+03    0.82600E+01   -0.23688E+02
  1751    0.42526E+03    0.81834E+01   -0.23332E+02
  1752    0.42500E+03    0.81086E+01   -0.22972E+02
  1753    0.42472E+03    0.80355E+01   -0.22613E+02
  1754    0.42441E+03    0.79656E+01   -0.22251E+02
  1755    0.42408E+03    0.78986E+01   -0.21887E+02
  1756    0.42373E+03    0.78328E+01   -0.21522E+02
  1757    0.42335E+03    0.77692E+01   -0.21156E+02
  1758    0.42293E+03    0.77078E+01   -0.20790E+02
  1759    0.42251E+03    0.76487E+01   -0.20422E+02
  1760    0.42205E+03    0.75919E+01   -0.20053E+02
  1761    0.42157E+03    0.75373E+01   -0.19684E+02
  1762    0.42106E+03    0.74849E+01   -0.19315E+02
  1763    0.42054E+03    0.74349E+01   -0.18944E+02
  1764    0.41999E+03    0.73872E+01   -0.18575E+02
  1765    0.41941E+03    0.73415E+01   -0.18204E+02
  1766    0.41881E+03    0.72981E+01   -0.17835E+02
  1767    0.41819E+03    0.72568E+01   -0.17465E+02
  1768    0.41754E+03    0.72179E+01   -0.17095E+02
  1769    0.41687E+03    0.71811E+01   -0.16727E+02
  1770    0.41618E+03    0.71465E+01   -0.16359E+02
  1771    0.41546E+03    0.71142E+01   -0.15992E+02
  1772    0.41473E+03    0.70840E+01   -0.15627E+02
  1773    0.41395E+03    0.70559E+01   -0.15261E+02
  1774    0.41317E+03    0.70301E+01   -0.14899E+02
  1775    0.41236E+03    0.70065E+01   -0.14537E+02
  1776    0.41154E+03    0.69850E+01   -0.14176E+02
  1777    0.41067E+03    0.69658E+01   -0.13819E+02
  1778    0.40980E+03    0.69486E+01   -0.13462E+02
  1779    0.40890E+03    0.69336E+01   -0.13108E+02
  1780    0.40798E+03    0.69208E+01   -0.12756E+02
  1781    0.40704E+03    0.69100E+01   -0.12406E+02
  1782    0.40607E+03    0.69013E+01   -0.12058E+02
  1783    0.40508E+03    0.68948E+01   -0.11714E+02
  1784    0.40409E+03    0.68902E+01   -0.11371E+02
  1785    0.40306E+03    0.68878E+01   -0.11032E+02
  1786    0.40202E+03    0.68874E+01   -0.10695E+02
  1787    0.40096E+03    0.68892E+01   -0.10361E+02
  1788    0.39988E+03    0.68928E+01   -0.10032E+02
  1789    0.39878E+03    0.68985E+01   -0.97052E+01
  1790    0.39765E+03    0.69061E+01   -0.93821E+01
  1791    0.39651E+03    0.69157E+01   -0.90632E+01
  1792    0.39535E+03    0.69273E+01   -0.87469E+01
  1793    0.39416E+03    0.69407E+01   -0.84348E+01
  1794    0.39297E+03    0.69560E+01   -0.81268E+01
  1795    0.39177E+03    0.69734E+01   -0.78231E+01
  1796    0.39051E+03    0.69925E+01   -0.75227E+01
  1797    0.38928E+03    0.70133E+01   -0.72273E+01
  1798    0.38801E+03    0.70360E+01   -0.69354E+01
  1799    0.38672E+03    0.70606E+01   -0.66485E+01
  1800    0.38543E+03    0.70869E+01   -0.63665E+01
  1801    0.38413E+03    0.71149E+01   -0.60885E+01
  1802    0.38281E+03    0.71445E+01   -0.58157E+01
  1803    0.38147E+03    0.71759E+01   -0.55481E+01
  1804    0.38011E+03    0.72089E+01   -0.52845E+01
  1805    0.37874E+03    0.72436E+01   -0.50263E+01
  1806    0.37736E+03    0.72800E+01   -0.47731E+01
  1807    0.37596E+03    0.73179E+01   -0.45252E+01
  1808    0.37455E+03    0.73572E+01   -0.42822E+01
  1809    0.37314E+03    0.73979E+01   -0.40447E+01
  1810    0.37171E+03    0.74403E+01   -0.38126E+01
  1811    0.37026E+03    0.74840E+01   -0.35857E+01
  1812    0.36880E+03    0.75293E+01   -0.33645E+01
  1813    0.36734E+03    0.75758E+01   -0.31488E+01
  1814    0.36586E+03    0.76237E+01   -0.29387E+01
  1815    0.36438E+03    0.76729E+01   -0.27342E+01
  1816    0.36289E+03    0.77234E+01   -0.25356E+01
  1817    0.36139E+03    0.77751E+01   -0.23425E+01
  1818    0.35987E+03    0.78280E+01   -0.21553E+01
  1819    0.35833E+03    0.78823E+01   -0.19741E+01
  1820    0.35681E+03    0.79375E+01   -0.17986E+01
  1821    0.35528E+03    0.79939E+01   -0.16292E+01
  1822    0.35374E+03    0.80513E+01   -0.14657E+01
  1823    0.35222E+03    0.81098E+01   -0.13082E+01
  1824    0.35067E+03    0.81691E+01   -0.11567E+01
  1825    0.34912E+03    0.82292E+01   -0.10115E+01
  1826    0.34755E+03    0.82911E+01   -0.87221E+00
  1827    0.34600E+03    0.83535E+01   -0.73907E+00
  1828    0.34443E+03    0.84167E+01   -0.61217E+00
  1829    0.34286E+03    0.84799E+01   -0.49137E+00
  1830    0.34129E+03    0.85453E+01   -0.37676E+00
  1831    0.33972E+03    0.86107E+01   -0.26840E+00
  1832    0.33814E+03    0.86769E+01   -0.16629E+00
  1833    0.33657E+03    0.87438E+01   -0.70300E-01
  1834    0.33499E+03    0.88107E+01    0.19207E-01
  1835    0.33341E+03    0.88790E+01    0.10275E+00
  1836    0.33183E+03    0.89489E+01    0.17980E+00
  1837    0.33026E+03    0.90172E+01    0.25066E+00
  1838    0.32869E+03    0.90870E+01    0.31517E+00
  1839    0.32710E+03    0.91575E+01    0.37348E+00
  1840    0.32554E+03    0.92272E+01    0.42545E+00
  1841    0.32397E+03    0.92984E+01    0.47121E+00
  1842    0.32241E+03    0.93695E+01    0.51070E+00
  1843    0.32084E+03    0.94406E+01    0.54390E+00
  1844    0.31928E+03    0.95124E+01    0.57097E+00
  1845    0.31775E+03    0.95841E+01    0.59175E+00
  1846    0.31619E+03    0.96566E+01    0.60646E+00
  1847    0.31465E+03    0.97289E+01    0.61482E+00
  1848    0.31311E+03    0.98013E+01    0.61718E+00
  1849    0.31157E+03    0.98735E+01    0.61339E+00
  1850    0.31005E+03    0.99457E+01    0.60353E+00
  1851    0.30851E+03    0.10019E+02    0.58760E+00
  1852    0.30700E+03    0.10092E+02    0.56559E+00
  1853    0.30549E+03    0.10164E+02    0.53768E+00
  1854    0.30399E+03    0.10236E+02    0.50372E+00
  1855    0.30250E+03    0.10307E+02    0.46394E+00
  1856    0.30102E+03    0.10379E+02    0.41843E+00
  1857    0.29955E+03    0.10451E+02    0.36704E+00
  1858    0.29808E+03    0.10522E+02    0.30993E+00
  1859    0.29663E+03    0.10593E+02    0.24704E+00
  1860    0.29518E+03    0.10663E+02    0.17867E+00
  1861    0.29375E+03    0.10734E+02    0.10461E+00
  1862    0.29233E+03    0.10803E+02    0.25158E-01
  1863    0.29091E+03    0.10873E+02   -0.59670E-01
  1864    0.28951E+03    0.10943E+02   -0.14994E+00
  1865    0.28812E+03    0.11012E+02   -0.24550E+00
  1866    0.28675E+03    0.11080E+02   -0.34634E+00
  1867    0.28538E+03    0.11148E+02   -0.45215E+00
  1868    0.28402E+03    0.11214E+02   -0.56322E+00
  1869    0.28269E+03    0.11280E+02   -0.67917E+00
  1870    0.28136E+03    0.11346E+02   -0.80022E+00
  1871    0.28004E+03    0.11412E+02   -0.92598E+00
  1872    0.27875E+03    0.11476E+02   -0.10567E+01
  1873    0.27746E+03    0.11540E+02   -0.11920E+01
  1874    0.27619E+03    0.11603E+02   -0.13320E+01
  1875    0.27494E+03    0.11665E+02   -0.14765E+01
  1876    0.27370E+03    0.11727E+02   -0.16254E+01
  1877    0.27247E+03    0.11787E+02   -0.17788E+01
  1878    0.27125E+03    0.11846E+02   -0.19364E+01
  1879    0.27006E+03    0.11904E+02   -0.20981E+01
  1880    0.26888E+03    0.11962E+02   -0.22641E+01
  1881    0.26772E+03    0.12018E+02   -0.24339E+01
  1882    0.26657E+03    0.12074E+02   -0.26076E+01
  1883    0.26544E+03    0.12128E+02   -0.27852E+01
  1884    0.26433E+03    0.12183E+02   -0.29665E+01
  1885    0.26323E+03    0.12235E+02   -0.31515E+01
  1886    0.26215E+03    0.12287E+02   -0.33399E+01
  1887    0.26108E+03    0.12337E+02   -0.35320E+01
  1888    0.26004E+03    0.12386E+02   -0.37272E+01
  1889    0.25901E+03    0.12433E+02   -0.39257E+01
  1890    0.25799E+03    0.12480E+02   -0.41275E+01
  1891    0.25701E+03    0.12526E+02   -0.43322E+01
  1892    0.25603E+03    0.12571E+02   -0.45400E+01
  1893    0.25507E+03    0.12614E+02   -0.47504E+01
  1894    0.25414E+03    0.12656E+02   -0.49636E+01
  1895    0.25321E+03    0.12697E+02   -0.51794E+01
  1896    0.25231E+03    0.12737E+02   -0.53978E+01
  1897    0.25143E+03    0.12775E+02   -0.56186E+01
  1898    0.25056E+03    0.12811E+02   -0.58420E+01
  1899    0.24972E+03    0.12847E+02   -0.60674E+01
  1900    0.24889E+03    0.12880E+02   -0.62950E+01
  1901    0.24808E+03    0.12913E+02   -0.65248E+01
  1902    0.24730E+03    0.12944E+02   -0.67564E+01
  1903    0.24652E+03    0.12973E+02   -0.69896E+01
  1904    0.24579E+03    0.13002E+02   -0.72240E+01
  1905    0.24504E+03    0.13028E+02   -0.74608E+01
  1906    0.24433E+03    0.13053E+02   -0.76992E+01
  1907    0.24364E+03    0.13078E+02   -0.79377E+01
  1908    0.24296E+03    0.13100E+02   -0.81786E+01
  1909    0.24230E+03    0.13121E+02   -0.84195E+01
  1910    0.24166E+03    0.13142E+02   -0.86621E+01
  1911    0.24105E+03    0.13160E+02   -0.89062E+01
  1912    0.24045E+03    0.13176E+02   -0.91496E+01
  1913    0.23988E+03    0.13191E+02   -0.93938E+01
  1914    0.23931E+03    0.13204E+02   -0.96387E+01
  1915    0.23877E+03    0.13217E+02   -0.98844E+01
  1916    0.23824E+03    0.13227E+02   -0.10130E+02
  1917    0.23775E+03    0.13236E+02   -0.10376E+02
  1918    0.23726E+03    0.13244E+02   -0.10623E+02
  1919    0.23680E+03    0.13250E+02   -0.10869E+02
  1920    0.23635E+03    0.13254E+02   -0.11115E+02
  1921    0.23591E+03    0.13257E+02   -0.11361E+02
  1922    0.23551E+03    0.13258E+02   -0.11606E+02
  1923    0.23511E+03    0.13258E+02   -0.11850E+02
  1924    0.23473E+03    0.13256E+02   -0.12095E+02
  1925    0.23438E+03    0.13252E+02   -0.12339E+02
  1926    0.23404E+03    0.13248E+02   -0.12581E+02
  1927    0.23370E+03    0.13242E+02   -0.12824E+02
  1928    0.23341E+03    0.13235E+02   -0.13063E+02
  1929    0.23312E+03    0.13226E+02   -0.13304E+02
  1930    0.23285E+03    0.13215E+02   -0.13542E+02
  1931    0.23260E+03    0.13202E+02   -0.13779E+02
  1932    0.23237E+03    0.13189E+02   -0.14014E+02
  1933    0.23215E+03    0.13174E+02   -0.14248E+02
  1934    0.23195E+03    0.13157E+02   -0.14480E+02
  1935    0.23176E+03    0.13138E+02   -0.14711E+02
  1936    0.23159E+03    0.13120E+02   -0.14940E+02
  1937    0.23143E+03    0.13097E+02   -0.15166E+02
  1938    0.23130E+03    0.13075E+02   -0.15390E+02
  1939    0.23118E+03    0.13050E+02   -0.15613E+02
  1940    0.23107E+03    0.13025E+02   -0.15834E+02
  1941    0.23099E+03    0.12998E+02   -0.16051E+02
  1942    0.23091E+03    0.12970E+02   -0.16266E+02
  1943    0.23085E+03    0.12940E+02   -0.16480E+02
  1944    0.23081E+03    0.12908E+02   -0.16690E+02
  1945    0.23077E+03    0.12876E+02   -0.16896E+02
  1946    0.23075E+03    0.12842E+02   -0.17102E+02
  1947    0.23074E+03    0.12807E+02   -0.17303E+02
  1948    0.23076E+03    0.12770E+02   -0.17502E+02
  1949    0.23078E+03    0.12731E+02   -0.17697E+02
  1950    0.23082E+03    0.12692E+02   -0.17890E+02
  1951    0.23087E+03    0.12652E+02   -0.18079E+02
  1952    0.23093E+03    0.12609E+02   -0.18264E+02
  1953    0.23101E+03    0.12566E+02   -0.18447E+02
  1954    0.23110E+03    0.12521E+02   -0.18626E+02
  1955    0.23120E+03    0.12476E+02   -0.18802E+02
  1956    0.23130E+03    0.12429E+02   -0.18974E+02
  1957    0.23145E+03    0.12380E+02   -0.19142E+02
  1958    0.23156E+03    0.12331E+02   -0.19307E+02
  1959    0.23171E+03    0.12280E+02   -0.19469E+02
  1960    0.23186E+03    0.12228E+02   -0.19627E+02
  1961    0.23203E+03    0.12176E+02   -0.19781E+02
  1962    0.23220E+03    0.12122E+02   -0.19930E+02
  1963    0.23239E+03    0.12067E+02   -0.20076E+02
  1964    0.23258E+03    0.12011E+02   -0.20218E+02
  1965    0.23279E+03    0.11953E+02   -0.20356E+02
  1966    0.23300E+03    0.11894E+02   -0.20491E+02
  1967    0.23322E+03    0.11835E+02   -0.20622E+02
  1968    0.23344E+03    0.11775E+02   -0.20748E+02
  1969    0.23368E+03    0.11713E+02   -0.20871E+02
  1970    0.23392E+03    0.11652E+02   -0.20989E+02
  1971    0.23417E+03    0.11589E+02   -0.21104E+02
  1972    0.23443E+03    0.11524E+02   -0.21214E+02
  1973    0.23469E+03    0.11460E+02   -0.21320E+02
  1974    0.23497E+03    0.11394E+02   -0.21422E+02
  1975    0.23524E+03    0.11328E+02   -0.21521E+02
  1976    0.23552E+03    0.11260E+02   -0.21614E+02
  1977    0.23581E+03    0.11192E+02   -0.21704E+02
  1978    0.23609E+03    0.11123E+02   -0.21789E+02
  1979    0.23639E+03    0.11054E+02   -0.21870E+02
  1980    0.23670E+03    0.10983E+02   -0.21947E+02
  1981    0.23700E+03    0.10912E+02   -0.22019E+02
  1982    0.23730E+03    0.10840E+02   -0.22087E+02
  1983    0.23762E+03    0.10768E+02   -0.22152E+02
  1984    0.23793E+03    0.10695E+02   -0.22212E+02
  1985    0.23826E+03    0.10621E+02   -0.22267E+02
  1986    0.23857E+03    0.10547E+02   -0.22319E+02
